dci_score,baseline_earnings,hour_of_day,day_of_week,city_Chennai,city_Delhi,city_Mumbai,zone_density_Low,zone_density_Mid,shift_Morning,shift_Night,disruption_type_Heatwave,disruption_type_Rain,disruption_type_Traffic_Gridlock,dci_x_disruption_type_Rain,dci_x_disruption_type_Heatwave,dci_x_disruption_type_Traffic_Gridlock,dci_x_shift_Morning,dci_x_shift_Night,zone_density_Mid_x_dci
0.6355771455402547,-1.544642264297495,-0.5405501625082214,1.4916822057759416,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6355771455402547,0.0,0.0,0.6355771455402547,0.0,0.9936442285445974
-0.9031228880469983,0.9705150995579104,1.4728059466012169,-0.004363466544267293,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.9031228880469983,0.0
1.490410497533173,1.470356645989788,0.3223167413958236,-1.500409138864476,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.490410497533173,0.0,0.0,0.9850958950246683
-0.45860954501068074,0.853070591351787,1.4728059466012169,-1.500409138864476,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.004586095450107
0.2936438047430874,-0.42476710135556617,0.7537501933478461,-0.004363466544267293,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2936438047430874,0.0,0.0,0.0,0.2936438047430874,0.9970635619525692
0.3278371388228041,-1.2931157359579777,1.1851836452998685,-1.0017272480910733,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3278371388228041,0.0,0.0,0.0,0.0,0.0
-1.3476362310833159,0.6036526364523541,0.46612789204649774,-1.0017272480910733,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.3476362310833159,-0.0,0.0
1.4220238293737395,-0.6304416095420243,-0.6843613131588956,-1.500409138864476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4220238293737395,0.0,0.0,0.0,1.4220238293737395,0.0
-1.3818295651630326,-1.2284309027419966,1.616617097251891,-1.0017272480910733,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.3818295651630326,0.0
0.977510486337422,-0.9924300697163162,1.4728059466012169,-1.0017272480910733,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.977510486337422,0.0,0.0,0.0,0.977510486337422,0.0
-0.25344954053238034,-1.4858566473568962,0.6099390426971719,-0.004363466544267293,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.25344954053238034,-0.0,-0.0,-0.25344954053238034,-0.0,0.0
-1.5527962355616163,0.751540751245072,1.1851836452998685,0.49431842422913563,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-1.5527962355616163,-1.5527962355616163,-0.0,1.0155279623556162
1.2852504930548727,1.061200042766515,0.8975613439985203,-1.0017272480910733,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2852504930548727,0.0,0.0,1.2852504930548727,0.0,0.9871474950694513
0.601383811460538,0.8497590638699726,0.17850559074514943,0.49431842422913563,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.601383811460538,0.0,0.0,0.601383811460538,0.0
1.0117038204171387,-0.26681509344615684,-1.1157947651109181,-1.0017272480910733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0117038204171387,0.0,1.0117038204171387,0.0
1.2510571589751558,0.11385204183250554,0.46612789204649774,-0.004363466544267293,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1424762266050155,-0.09428888247783115,0.46612789204649774,-0.5030453573176702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1424762266050155,-0.0,-0.0,-0.0,-0.0,0.0
1.5246038316128898,0.5646227359886161,-1.1157947651109181,0.9930003150025386,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5246038316128898,0.0,0.0,0.0,1.5246038316128898,0.9847539616838711
1.4220238293737395,1.682105253476327,0.17850559074514943,1.4916822057759416,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.3818295651630326,-1.6948801501404689,-1.1157947651109181,-1.0017272480910733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-1.3818295651630326,-0.0,-0.0,0.0
1.0458971544968554,1.4608106835454244,-0.39673901185754723,-1.0017272480910733,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0458971544968554,0.0
0.7381571477794049,-1.7070327906828242,0.3223167413958236,-0.5030453573176702,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7381571477794049,0.0,0.0,0.0,0.7381571477794049,0.0
1.1826704908157224,-1.4588176479918613,-1.6910393677136146,0.49431842422913563,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1826704908157224,0.0
1.0458971544968554,1.0223017286790128,1.3289947959505428,0.9930003150025386,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0458971544968554,0.0,1.0458971544968554,0.0
1.0458971544968554,1.238777948649673,-0.9719836144602438,-1.500409138864476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895410284550314
0.7723504818591216,1.0902257419652956,0.3223167413958236,0.49431842422913563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7723504818591216,0.0,0.0,0.9922764951814088
0.7723504818591216,1.6557055242840624,0.3223167413958236,-1.500409138864476,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2792495629238823,0.9225950970905517,0.8975613439985203,0.49431842422913563,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2792495629238823,-0.0,-0.0,-0.0,-0.0,1.012792495629239
0.9433171522577053,0.6721139032444085,-0.25292786120687305,-0.004363466544267293,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9433171522577053,0.0,0.0,0.0,0.9433171522577053,0.0
1.3194438271345894,1.646643164722382,0.03469444009447527,-1.0017272480910733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3194438271345894,0.0,0.0,1.3194438271345894,0.0
-0.21925620645266364,1.72175217017481,1.616617097251891,-0.5030453573176702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.21925620645266364,-0.0,0.0
-1.1766695606847322,-0.7947770831168448,1.3289947959505428,0.9930003150025386,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1766695606847322,-0.0,-0.0,-0.0,-1.1766695606847322,0.0
1.3878304952940228,-1.3602180180787538,1.3289947959505428,-0.5030453573176702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3878304952940228,0.0,0.0,0.0,0.0,0.9861216950470598
-0.6637695494889811,0.6989295762870881,1.616617097251891,-0.5030453573176702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,-0.6637695494889811,-0.0,-0.0,-0.0,0.0
-1.450216233322466,1.1357443406092733,1.616617097251891,-1.0017272480910733,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0,-1.450216233322466,-0.0,-0.0,-1.450216233322466,0.0
-1.6553762378007664,-0.44653118497952804,-1.1157947651109181,-1.500409138864476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
-1.0740895584455818,0.2673466536656743,1.4728059466012169,0.9930003150025386,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.010740895584456
0.9091238181779886,-0.782424866886958,-1.5472282170629406,-0.004363466544267293,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091238181779886,0.0,0.0
0.05429046618507023,0.4718037209778035,1.1851836452998685,-0.004363466544267293,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05429046618507023,0.0,0.0,0.05429046618507023,0.9994570953381493
0.4304171410619543,-1.1749415418175417,-1.6910393677136146,-0.5030453573176702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4304171410619543,0.0,0.0,0.0
-0.21925620645266364,-1.285085674155359,-0.6843613131588956,0.49431842422913563,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0,-0.21925620645266364,-0.0,-0.0,-0.21925620645266364,1.0021925620645267
-0.6295762154092645,1.6007785783233721,0.8975613439985203,0.9930003150025386,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.6295762154092645,-0.0,0.0
0.0200971321053535,0.5192461812834075,-0.9719836144602438,0.9930003150025386,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0200971321053535,0.0,0.0200971321053535,0.0,0.9997990286789464
-0.4928028790903975,-1.264901272685509,0.7537501933478461,-1.500409138864476,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.4928028790903975,-0.0,-0.0,0.0
0.2936438047430874,-0.2160964640644415,-0.25292786120687305,0.49431842422913563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2936438047430874,0.2936438047430874,0.0,0.0
-0.014096201974363232,0.808533764915174,0.17850559074514943,-1.0017272480910733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.014096201974363232,-0.0,-0.0,-0.0,-0.0,0.0
1.4220238293737395,-1.3938914602337231,1.3289947959505428,-1.500409138864476,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4220238293737395,0.0,1.4220238293737395,0.0,0.9857797617062626
0.15687046842422042,1.0436053954161661,1.1851836452998685,-0.004363466544267293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15687046842422042,0.0,0.0,0.0,0.0
0.36203047290252083,0.7602115128558489,0.3223167413958236,1.4916822057759416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36203047290252083,0.0,0.0,0.0
