gps_ip_distance_km,gps_verified_pct,claims_in_zone_2min,claim_timestamp_std_sec,dci_score,dci_above_threshold,platform_earnings_before_disruption,platform_orders_before_disruption,platform_active_hours_week,hours_since_last_platform_activity,registration_days_ago,device_unique_workers_count,device_accounts_flagged_pct,gps_movement_entropy,gps_stationary_duration_pct,order_completion_pct_during_disruption,platform_gps_composite_flag,disruption_outside_shift,baseline_earnings,dci_deviation_from_threshold,num_times_near_threshold_last_7days,claims_last_1hr,claims_last_24hr,avg_time_between_claims,claims_last_7_days,avg_dci_at_claim,dci_threshold_proximity,time_since_last_claim,claim_amount_zscore,zone_claim_density,device_sharing_flag,dci_variance_across_claims,co_claim_graph_score,fraud_type,is_fraud,data_generation_technique
15.494685975510064,0.6531693250553328,1.5915768421951437,1017.0240174343859,55.317260861016386,0.2,106.43831471351523,4.0,10.815444479970624,4.427393807159965,145.13978660762191,2.5633702524059134,0.3034869458305818,0.933584816375636,0.22381361292389207,0.056985257864398904,0.0,0.0,498.0753319498364,14.233541076120037,0.0,0.0,1.8629434073490512,5195.342290845555,3.0,56.064980873869864,0.0,9.000041050277778,-28.062193319111742,6.0,0.0,8.890058196325839,0.0,device_farming,1,gaussian_noise
42.6364064779382,0.8491719083650863,4.41957974838007,1063.6762393715937,50.0,0.2,214.54135758416191,4.0,18.399189971301052,1.4823474303320845,10.657428889096181,1.7515713908441086,0.15510013361626968,0.732815857850891,0.4938862817805898,0.062499091458565206,0.0,0.0,368.6484841690224,14.500206579153584,4.212480057141645,0.6352816844781144,1.6446247185453877,3391.984817629499,5.0,62.726330484089296,0.0,57.00004105611111,-4.190010899669079,5.0,0.0,10.815756003618464,0.0,device_farming,1,gaussian_noise
19.806478422734013,0.40098922583713276,1.7193936178808316,1000.5793326099221,50.0,0.2,144.25219931070671,10.0,36.44180415596864,4.783165816539668,99.46958538459565,1.8949690270169814,0.10756771565767469,0.5913532166562132,0.0,0.06952256126815691,0.0,0.0,750.9688254160963,11.232406854516308,5.272371802421061,1.3974897068398213,1.9717693437947577,3761.8667192477583,1.0,50.0,0.0,189.00004105694444,16.101854100333853,1.0,0.0,0.0,0.0,device_farming,1,gaussian_noise
19.599435992426745,0.41470422305488946,0.0,494.94921431393936,66.76045317750282,0.2,208.04420838697052,10.0,17.141955123039676,2.3011068111916844,160.99389858972825,2.879656957562789,0.5430069527850929,0.5241310864709502,0.0,0.12822755697672328,1.0,0.0,682.5405089243513,20.39947524014032,0.0,0.1901671970565838,0.49762995130138155,3016.9077256914866,7.0,63.90803491739642,0.5,118.00004105222223,0.15972644200276664,2.0,0.0,3.647356922065409,0.0,gps_spoof,1,gaussian_noise
24.083119279042396,0.8632305445762741,5.5619933594847035,1500.0,69.43414583053958,0.2,264.02177486077454,4.0,20.981785250787105,6.46618047998347,117.97698995430976,1.071608559210936,0.36305849376919,0.5886529709992824,0.061565958910627605,0.013258268444937204,0.0,0.0,450.48889017278225,10.213526394640152,3.1543664980720476,0.0,1.28551359793871,3519.5028378168604,4.0,63.48770824718449,0.2,11.000041047500002,-44.0774705102929,3.0,0.0,14.684285259779905,0.0,coordinated_rings,1,gaussian_noise
14.91522010490699,0.7101259621830333,0.5594367091199302,100.0,55.65086046191952,0.2,87.18722720654631,9.0,48.245768647629156,7.161406156104709,37.960010422387484,1.0,0.02812532482311728,0.4155437400212193,0.37875881680216494,0.18165431410946506,0.0,1.0,537.3857235398491,17.08452512144479,3.4080035269864046,0.8080900407215833,0.9968834638937407,4477.086876958697,4.0,63.333333333333336,0.0,130.0000410411111,-0.6638574620894666,6.0,0.0,18.856180831641264,0.0,threshold_gaming,1,gaussian_noise
4.290074200972044,1.0,10.167107872177388,1500.0,62.57102000142162,0.2,115.97266455702714,11.0,56.91952595912231,3.6535797702288018,10.0,1.7396610760501339,0.0,0.5701612305463055,0.19884587363060285,0.1525274098490716,0.0,1.0,583.3251883671226,1.4685853435563025,1.9579408644608751,0.6536592134933852,1.5227149173897965,2990.9205602327047,4.0,68.5278775186209,0.0,191.00004103555554,-0.5810226121819114,1.0,0.0,17.615770787426758,0.0,threshold_gaming,1,gaussian_noise
38.10969465843798,0.7296363462758299,8.426870487060487,890.7937204877398,83.44871564784485,0.2,81.28323889413656,4.0,8.844118959621559,7.3506803206050355,76.39699077223268,1.7251200087682639,0.2998211353928647,1.0,0.0,0.27383044563770415,0.0,0.0,519.7873661893268,18.611773346552383,2.39729734810401,0.7011414056208654,3.2043634756788943,3381.9024744982894,4.0,69.16060456755372,0.0,157.00004103166665,-0.321378777813616,7.0,0.0,11.646201710493303,0.0,device_farming,1,gaussian_noise
29.1071167652117,0.7523246111944932,5.8474289633429954,704.3100808520979,60.24293018146451,0.2,86.23376715505346,5.0,59.20499863818361,5.2137486853525745,216.39383374228595,2.0447472671792633,0.045362381282578024,0.6706826089501198,0.1853955660456411,0.2620178784169203,0.0,0.0,582.9839732315138,8.632072113952452,3.6213849263606033,1.8298541118719767,0.5803579756374332,3856.2278774329093,6.0,63.465564644666976,0.0,131.00004102638889,-1.6056239463908102,2.0,0.0,15.720430603809016,0.0,device_farming,1,gaussian_noise
11.083854314427983,0.47915564229057334,3.1722388432691124,462.3569070365013,75.23143682595193,0.2,120.87305902306798,2.0,17.4933341809855,7.601234645240194,34.69428174080251,1.0,0.0,0.6222670160926225,0.49407728162027564,0.0,0.0,1.0,776.5361034170517,16.260803232143815,0.0,0.6113436609156313,1.5684117598883924,630.9402244036714,4.0,56.895849201605884,0.0,38.00004102222222,-0.17667931360891234,6.0,0.0,6.895849201605888,0.0,rapid_reclaim,1,gaussian_noise
